Answer: 
( _[]_[]_[]_[]_[]_ , 231 )
( _[[[_[][]]_][]_]_ , 20 )
( _[[[_[_[]_]]_][]_]_ , 43 )
( _[[_[[_[]]_]_][]_]_ , 81 )
( _[[_[[[]_]_]_][]_]_ , 82 )
( _[[]_[]_[_[]][]_]_ , 8 )
( _[[]_[]_[[]_][]_]_ , 4 )
( _[[]_[]_[_[]_][]_]_ , 10 )
( _[[]_[]_[_[]]_[]_]_ , 24 )
( _[[]_[]_[[]_]_[]_]_ , 7 )
( _[[]_[]_[_[]_]_[]_]_ , 18 )
( _[[]_[]_[_[]_[]]_]_ , 33 )
( _[[]_[]_[[]_[]_]_]_ , 28 )
( _[[]_[]_[[][]_]_]_ , 43 )
( _[[]_[]_[[]_[]]_]_ , 27 )
( _[[]_[]_[[_[]]_]_]_ , 35 )
( _[[]_[]_[_[_[]]_]_]_ , 92 )
( _[[]_[]_[_[[]_]_]_]_ , 95 )
( _[[]_[]_[_[_[]_]_]_]_ , 133 )
( _[[]_[]_[_[_[]_]]_]_ , 110 )
( _[[]_[]_[_[][]]_]_ , 32 )
( _[[]_[]_[_[[]_]]_]_ , 68 )
( _[[]_[]_[_[_[]]]_]_ , 41 )
( _[[]_[]_[[[]_]_]_]_ , 43 )
( _[[]_[]_[[][]]_]_ , 24 )
( _[[]_[]_[_[][]_]_]_ , 29 )
( _[[]_[]_[_[]_[]_]_]_ , 24 )
( _[[]_[_[_[]]]_[]_]_ , 38 )
( _[[]_[_[[]_]]_[]_]_ , 82 )
( _[[]_[_[_[]_]]_[]_]_ , 108 )
( _[[]_[_[]][]_[]_]_ , 7 )
( _[[]_[_[]][][]_]_ , 8 )
( _[[]_[_[]][_[]]_]_ , 8 )
( _[[]_[_[_[]]][]_]_ , 12 )
( _[[]_[_[[]_]][]_]_ , 28 )
( _[[]_[_[_[]_]][]_]_ , 44 )
( _[[]_[]_[]_[_[]_]_]_ , 29 )
( _[[]_[]_[][]_[]_]_ , 7 )
( _[[]_[]_[][][]_]_ , 6 )
( _[[]_[]_[][_[]]_]_ , 8 )
( _[[]_[]_[][_[]_]_]_ , 7 )
( _[[]_[]_[]_[]_[]_]_ , 3 )
( _[[]_[]_[]_[_[]]_]_ , 14 )
( _[[]_[]_[]_[[]_]_]_ , 18 )
( _[[]_[]_[]_[[_[]_]_]_]_ , 2 )
( _[[]_[]_[_[_[[]_]_]]_]_ , 3 )
( _[[]_[_[]]_[]_[]_]_ , 5 )
( _[[]_[_[]]_[_[]]_]_ , 14 )
( _[[]_[_[]]_[[]_]_]_ , 22 )
( _[[]_[_[]]_[[_[]_]_]_]_ , 2 )
( _[[]_[_[]_[]]_[]_]_ , 7 )
( _[[]_[[][]_]_[]_]_ , 7 )
( _[[]_[[]_[]]_[]_]_ , 4 )
( _[[]_[_[_[][]]_[]]_]_ , 2 )
( _[[]_[[]_[]_[]_]_]_ , 5 )
( _[[]_[[]_[_[]]_]_]_ , 18 )
( _[[]_[[]_[_[]_]_]_]_ , 20 )
( _[[]_[[][]_[]_]_]_ , 13 )
( _[[]_[[][][]_]_]_ , 6 )
( _[[]_[[][_[]_]_]_]_ , 29 )
( _[[]_[[]_[][]_]_]_ , 10 )
( _[[]_[[]_[[]_]_]_]_ , 15 )
( _[[]_[[][_[]]_]_]_ , 13 )
( _[[]_[_[]_[]_[]_]_]_ , 5 )
( _[[]_[_[]_[][]_]_]_ , 12 )
( _[[]_[_[_[]][_[]_]_]_]_ , 2 )
( _[[]_[_[[]_][_[]_]_]_]_ , 6 )
( _[[]_[_[_[]_][_[]_]_]_]_ , 6 )
( _[[]_[_[_[]]_[_[]_]_]_]_ , 2 )
( _[[]_[_[[]_]_[_[]_]_]_]_ , 2 )
( _[[]_[[][]_[]]_]_ , 14 )
( _[[]_[[]_[]_[]]_]_ , 8 )
( _[[]_[_[[][[]_]_]_]_]_ , 2 )
( _[[]_[_[_[_[_[]_]]]_]_]_ , 10 )
( _[[]_[_[_[_[_[]]]]_]_]_ , 2 )
( _[[]_[_[_[_[[]_]]]_]_]_ , 2 )
( _[[]_[_[_[_[_[]_]_]]_]_]_ , 2 )
( _[[]_[_[[[][]_]_]_]_]_ , 2 )
( _[[]_[_[[[]_[]_]_]_]_]_ , 2 )
( _[[]_[_[[_[_[]_]]_]_]_]_ , 22 )
( _[[]_[_[[[_[]]_]_]_]_]_ , 12 )
( _[[]_[_[[[[]_]_]_]_]_]_ , 2 )
( _[[]_[_[[[_[]_]_]_]_]_]_ , 10 )
( _[[]_[_[[_[_[]]_]_]_]_]_ , 4 )
( _[[]_[_[[_[[]_]_]_]_]_]_ , 2 )
( _[[]_[_[[_[_[]_]_]_]_]_]_ , 6 )
( _[[]_[_[_[_[_[]_]]_]_]_]_ , 18 )
( _[[]_[_[[_[_[]]]_]_]_]_ , 4 )
( _[[]_[_[[_[[]_]]_]_]_]_ , 4 )
( _[[]_[_[_[][_[]]]_]_]_ , 4 )
( _[[]_[_[_[][_[]_]]_]_]_ , 2 )
( _[[]_[_[_[_[_[]]]_]_]_]_ , 2 )
( _[[]_[_[_[_[[]_]]_]_]_]_ , 2 )
( _[[]_[_[_[_[_[]_]_]_]_]_]_ , 2 )
( _[[]_[_[[]_[]_]]_]_ , 19 )
( _[[]_[_[[][]_]]_]_ , 26 )
( _[[]_[_[_[][]_]]_]_ , 19 )
( _[[]_[_[[]_[]]]_]_ , 16 )
( _[[]_[_[[_[]]_]]_]_ , 32 )
( _[[]_[_[[_[]_]_]]_]_ , 75 )
( _[[]_[_[][][]]_]_ , 6 )
( _[[]_[_[_[]][]]_]_ , 6 )
( _[[]_[_[]_[_[]]]_]_ , 16 )
( _[[]_[_[]_[_[]_]]_]_ , 16 )
( _[[]_[[][][]]_]_ , 6 )
( _[[]_[[]_[_[]]]_]_ , 10 )
( _[[]_[[]_[_[]_]]_]_ , 13 )
( _[[]_[_[_[][]]]_]_ , 6 )
( _[[]_[_[[][[]_]_]]_]_ , 3 )
( _[[]_[_[_[]_[]_]]_]_ , 9 )
( _[[]_[_[_[_[_[]_]]]]_]_ , 15 )
( _[[]_[_[_[_[_[]]]]]_]_ , 3 )
( _[[]_[_[_[_[[]_]]]]_]_ , 3 )
( _[[]_[_[_[_[_[]_]_]]]_]_ , 3 )
( _[[]_[_[[[][]_]_]]_]_ , 3 )
( _[[]_[_[[[]_[]_]_]]_]_ , 3 )
( _[[]_[_[[_[_[]_]]_]]_]_ , 3 )
( _[[]_[_[[[_[]]_]_]]_]_ , 18 )
( _[[]_[_[[[[]_]_]_]]_]_ , 3 )
( _[[]_[_[[[_[]_]_]_]]_]_ , 15 )
( _[[]_[_[[_[_[]]_]_]]_]_ , 6 )
( _[[]_[_[[_[[]_]_]_]]_]_ , 3 )
( _[[]_[_[[_[_[]_]_]_]]_]_ , 3 )
( _[[]_[_[_[_[_[]_]]_]]_]_ , 3 )
( _[[][][[]_[]_]_]_ , 8 )
( _[[][_[][]_[]]_]_ , 28 )
( _[[][_[_[]_][]]_]_ , 4 )
( _[[][_[]_[]_[]]_]_ , 22 )
( _[[][_[_[]]_[]]_]_ , 76 )
( _[[][_[[]_]_[]]_]_ , 58 )
( _[[][_[_[]_]_[]]_]_ , 88 )
( _[[][_[_[][]]_[]]_]_ , 2 )
( _[[][[]_[]_[]_]_]_ , 19 )
( _[[][[]_[_[]]_]_]_ , 37 )
( _[[][[]_[_[]_]_]_]_ , 41 )
( _[[][[][]_[]_]_]_ , 27 )
( _[[][[][][]_]_]_ , 14 )
( _[[][[][[]_]_]_]_ , 30 )
( _[[][[][_[]_]_]_]_ , 49 )
( _[[][[]_[][]_]_]_ , 20 )
( _[[][[]_[[]_]_]_]_ , 23 )
( _[[][[][_[]]_]_]_ , 27 )
( _[[][_[][]_[]_]_]_ , 90 )
( _[[][_[][][]_]_]_ , 64 )
( _[[][_[][[]_]_]_]_ , 51 )
( _[[][_[][_[]_]_]_]_ , 127 )
( _[[][_[][_[]]_]_]_ , 87 )
( _[[][_[_[]_][]_]_]_ , 151 )
( _[[][_[_[]][]_]_]_ , 74 )
( _[[][_[[]_][]_]_]_ , 102 )
( _[[][_[]_[]_[]_]_]_ , 44 )
( _[[][_[]_[_[]]_]_]_ , 104 )
( _[[][_[]_[_[]_]_]_]_ , 135 )
( _[[][_[_[]]_[]_]_]_ , 212 )
( _[[][_[[]_]_[]_]_]_ , 252 )
( _[[][_[_[]_]_[]_]_]_ , 271 )
( _[[][_[]_[][]_]_]_ , 34 )
( _[[][_[]_[[]_]_]_]_ , 82 )
( _[[][_[_[]][_[]_]_]_]_ , 4 )
( _[[][_[[]_][_[]_]_]_]_ , 12 )
( _[[][_[_[]_][_[]_]_]_]_ , 13 )
( _[[][_[_[]]_[_[]_]_]_]_ , 4 )
( _[[][_[[]_]_[_[]_]_]_]_ , 4 )
( _[[][[][]_[]]_]_ , 14 )
( _[[][[]_[]_[]]_]_ , 8 )
( _[[][_[_[]_[]]]_]_ , 45 )
( _[[][_[[][]]]_]_ , 12 )
( _[[][_[[[]_]_]]_]_ , 16 )
( _[[][_[_[_[]]_]]_]_ , 96 )
( _[[][_[_[_[]_]_]]_]_ , 206 )
( _[[][_[_[]_[]]_]_]_ , 106 )
( _[[][_[[]_[]_]_]_]_ , 110 )
( _[[][_[[][]_]_]_]_ , 110 )
( _[[][_[_[][]_]_]_]_ , 103 )
( _[[][_[[]_[]]_]_]_ , 90 )
( _[[][_[[_[]]_]_]_]_ , 270 )
( _[[][_[[[]_]_]_]_]_ , 136 )
( _[[][_[[_[]_]_]_]_]_ , 521 )
( _[[][_[_[_[]]_]_]_]_ , 368 )
( _[[][_[_[[]_]_]_]_]_ , 360 )
( _[[][_[_[][]]_]_]_ , 113 )
( _[[][_[[][[]_]_]_]_]_ , 4 )
( _[[][_[_[]_[]_]_]_]_ , 90 )
( _[[][_[_[_[_[]_]]]_]_]_ , 20 )
( _[[][_[_[_[_[]]]]_]_]_ , 4 )
( _[[][_[_[_[[]_]]]_]_]_ , 4 )
( _[[][_[_[_[_[]_]_]]_]_]_ , 4 )
( _[[][_[[[][]_]_]_]_]_ , 4 )
( _[[][_[[[]_[]_]_]_]_]_ , 4 )
( _[[][_[[_[_[]_]]_]_]_]_ , 54 )
( _[[][_[[[_[]]_]_]_]_]_ , 24 )
( _[[][_[[[[]_]_]_]_]_]_ , 4 )
( _[[][_[[[_[]_]_]_]_]_]_ , 20 )
( _[[][_[[_[_[]]_]_]_]_]_ , 8 )
( _[[][_[[_[[]_]_]_]_]_]_ , 4 )
( _[[][_[[_[_[]_]_]_]_]_]_ , 14 )
( _[[][_[_[_[_[]_]]_]_]_]_ , 44 )
( _[[][_[[_[_[]]]_]_]_]_ , 10 )
( _[[][_[[_[[]_]]_]_]_]_ , 10 )
( _[[][_[_[][_[]]]_]_]_ , 10 )
( _[[][_[_[][_[]_]]_]_]_ , 5 )
( _[[][_[_[_[[]_]_]]_]_]_ , 12 )
( _[[][_[_[_[_[]]]_]_]_]_ , 5 )
( _[[][_[_[_[[]_]]_]_]_]_ , 5 )
( _[[][_[_[_[_[]_]_]_]_]_]_ , 5 )
( _[[][[_[][]_][]_]_]_ , 2 )
( _[[][[_[]][]_]_]_ , 10 )
( _[[][[[]_][]_]_]_ , 9 )
( _[[][[[_[]]_][]_]_]_ , 2 )
( _[[][[[[]_]_][]_]_]_ , 6 )
( _[[][[[_[]_]_][]_]_]_ , 4 )
( _[[][[_[]_][]_]_]_ , 39 )
( _[[][[_[_[]]_][]_]_]_ , 4 )
( _[[][[_[[]_]_][]_]_]_ , 2 )
( _[[][[_[_[]_]_][]_]_]_ , 4 )
( _[[][[_[][]_]_[]_]_]_ , 2 )
( _[[][[_[]]_[]_]_]_ , 30 )
( _[[][[[]_]_[]_]_]_ , 29 )
( _[[][[[_[]]_]_[]_]_]_ , 2 )
( _[[][[[[]_]_]_[]_]_]_ , 6 )
( _[[][[[_[]_]_]_[]_]_]_ , 4 )
( _[[][[_[]_]_[]_]_]_ , 39 )
( _[[][[_[_[]]_]_[]_]_]_ , 4 )
( _[[][[_[[]_]_]_[]_]_]_ , 2 )
( _[[][[_[_[]_]_]_[]_]_]_ , 4 )
( _[[][_[_[][]]_[]_]_]_ , 3 )
( _[[][_[_[][]]]_]_ , 14 )
( _[[][_[[][]_]]_]_ , 24 )
( _[[][_[[]_[]_]]_]_ , 24 )
( _[[][_[_[][]_]]_]_ , 38 )
( _[[][_[_[]_[]_]]_]_ , 61 )
( _[[][_[[]_[]]]_]_ , 16 )
( _[[][_[_[_[]]]]_]_ , 13 )
( _[[][_[_[[]_]]]_]_ , 12 )
( _[[][_[_[_[]_]]]_]_ , 27 )
( _[[][_[[_[]_]_]]_]_ , 17 )
( _[[][[_[][]_]_]_]_ , 74 )
( _[[][[[_[]]_]_]_]_ , 15 )
( _[[][[[[]_]_]_]_]_ , 30 )
( _[[][[[_[]_]_]_]_]_ , 35 )
( _[[][[_[_[]]_]_]_]_ , 169 )
( _[[][[_[[]_]_]_]_]_ , 114 )
( _[[][[[][]_]_]_]_ , 21 )
( _[[][[[]_[]_]_]_]_ , 21 )
( _[[][[_[]_[]_]_]_]_ , 97 )
( _[[][[_[_[][]]_]_]_]_ , 6 )
( _[[][[_[][]]_]_]_ , 8 )
( _[[][[_[]_[]]_]_]_ , 33 )
( _[[][[_[_[]_]_[]]_]_]_ , 4 )
( _[[][[_[_[]]_[]]_]_]_ , 4 )
( _[[][[_[][]_[]]_]_]_ , 2 )
( _[[][[_[[]_]_[]]_]_]_ , 2 )
( _[[][[[_[]]_[]_]_]_]_ , 2 )
( _[[][[[[]_]_[]_]_]_]_ , 6 )
( _[[][[[_[]_]_[]_]_]_]_ , 4 )
( _[[][[[_[]][]_]_]_]_ , 4 )
( _[[][[[[]_][]_]_]_]_ , 12 )
( _[[][[[_[]_][]_]_]_]_ , 8 )
( _[[][[_[][[]_]_]_]_]_ , 6 )
( _[[][[_[_[]_]_[]_]_]_]_ , 2 )
( _[[][[_[][_[]_]_]_]_]_ , 2 )
( _[[][[_[_[]]_[]_]_]_]_ , 6 )
( _[[][[_[[]_]_[]_]_]_]_ , 6 )
( _[[][[_[_[]_][]_]_]_]_ , 4 )
( _[[][[_[]_[[]_]_]_]_]_ , 2 )
( _[[][[[]_[]]_]_]_ , 11 )
( _[[][[[_[]]_[]]_]_]_ , 2 )
( _[[][[[[]_]_[]]_]_]_ , 6 )
( _[[][[[_[]_]_[]]_]_]_ , 4 )
( _[[][[_[_[]_[]]_]_]_]_ , 2 )
( _[[][[_[[]_[]_]_]_]_]_ , 6 )
( _[[][[_[[][]_]_]_]_]_ , 8 )
( _[[][[_[_[][]_]_]_]_]_ , 4 )
( _[[][[_[[]_[]]_]_]_]_ , 2 )
( _[[][[_[_[_[]]]_]_]_]_ , 16 )
( _[[][[_[_[[]_]]_]_]_]_ , 6 )
( _[[][[_[_[_[]_]]_]_]_]_ , 35 )
( _[[][[_[[_[]]_]_]_]_]_ , 28 )
( _[[][[_[[[]_]_]_]_]_]_ , 10 )
( _[[][[_[[_[]_]_]_]_]_]_ , 24 )
( _[[][[_[_[_[]]_]_]_]_]_ , 28 )
( _[[][[_[_[[]_]_]_]_]_]_ , 10 )
( _[[][[_[_[_[]_]_]_]_]_]_ , 22 )
( _[[][[_[_[]_[]_]_]_]_]_ , 2 )
( _[[][_[[][]]_]_]_ , 20 )
( _[_[_[]][[]_[]_]_]_ , 11 )
( _[_[_[]][_[_[]]_]_]_ , 38 )
( _[_[_[]][_[]_[]_]_]_ , 17 )
( _[_[_[]][_[][]_]_]_ , 18 )
( _[_[_[]_][_[]_[]_]_]_ , 172 )
( _[_[_[]_][_[][]_]_]_ , 128 )
( _[_[_[]_][[[]_]_]_]_ , 144 )
( _[_[_[_[]]_][_[]_[]]_]_ , 9 )
( _[_[_[_[]]_][[]_[]_]_]_ , 11 )
( _[_[_[_[]]_][[][]_]_]_ , 16 )
( _[_[_[_[]]_][[]_[]]_]_ , 5 )
( _[_[_[_[]]_][[]_]_]_ , 173 )
( _[_[_[_[]]_][[_[]]_]_]_ , 19 )
( _[_[_[_[]]_][[_[]_]_]_]_ , 17 )
( _[_[_[_[]]_][_[_[]]_]_]_ , 30 )
( _[_[_[_[]]_][_[[]_]_]_]_ , 16 )
( _[_[_[_[]]_][_[_[]_]_]_]_ , 33 )
( _[_[_[_[]]_][_[]_[]_]_]_ , 9 )
( _[_[_[_[]]_][_[][]_]_]_ , 6 )
( _[_[_[_[]]_][[[]_]_]_]_ , 13 )
( _[_[[]_]_[_[]_[]_]_]_ , 44 )
( _[_[[]_]_[_[][]_]_]_ , 32 )
( _[_[_[_[]]_]_[][]_]_ , 73 )
( _[_[_[]_][]_[_[]_]_]_ , 126 )
( _[_[_[]_][][]_[]_]_ , 30 )
( _[_[_[]_][][][]_]_ , 28 )
( _[_[_[]_][][_[]]_]_ , 20 )
( _[_[_[]_][][_[]_]_]_ , 125 )
( _[_[_[]_][]_[]_[]_]_ , 20 )
( _[_[_[]_][]_[_[]]_]_ , 40 )
( _[_[_[]_][]_[[]_]_]_ , 76 )
( _[_[_[]_][]_[[_[]_]_]_]_ , 6 )
( _[_[_[]_][_[]]_[]_]_ , 100 )
( _[_[_[]_][[]_]_[]_]_ , 82 )
( _[_[_[]_][_[]_]_[]_]_ , 114 )
( _[_[_[]_][_[_[]_]]_]_ , 264 )
( _[_[_[]_][_[_[]]]_]_ , 86 )
( _[_[_[]_][_[[]_]]_]_ , 140 )
( _[_[_[]_][_[][]]_]_ , 40 )
( _[_[_[]_][_[_[[]_]_]]_]_ , 12 )
( _[_[_[]][]_[_[]_]_]_ , 56 )
( _[_[_[]][][]_[]_]_ , 12 )
( _[_[_[]][][][]_]_ , 10 )
( _[_[_[]][][_[]]_]_ , 10 )
( _[_[_[]][][_[]_]_]_ , 41 )
( _[_[_[]][]_[]_[]_]_ , 7 )
( _[_[_[]][]_[_[]]_]_ , 20 )
( _[_[_[]][]_[[]_]_]_ , 34 )
( _[_[_[]][]_[[_[]_]_]_]_ , 3 )
( _[_[_[]][_[_[[]_]_]]_]_ , 4 )
( _[_[_[]][[][]]_]_ , 8 )
( _[_[_[]_][_[]_][]_]_ , 142 )
( _[_[_[]_][[][]]_]_ , 64 )
( _[_[_[_[]]_][_[]_][]_]_ , 7 )
( _[_[_[_[]]_][[][]]_]_ , 8 )
( _[_[_[]]_[_[]]_[]_]_ , 38 )
( _[_[_[]]_[[]_]_[]_]_ , 77 )
( _[_[_[]]_[_[]_]_[]_]_ , 131 )
( _[_[_[]]_[_[]][]_]_ , 49 )
( _[_[_[]]_[[]_][]_]_ , 76 )
( _[_[_[_[]]_]_[_[]_[]]_]_ , 3 )
( _[_[_[_[]]_]_[[]_[]_]_]_ , 3 )
( _[_[_[_[]]_]_[[][]_]_]_ , 6 )
( _[_[_[_[]]_]_[[]_[]]_]_ , 3 )
( _[_[_[_[]]_]_[[_[]]_]_]_ , 6 )
( _[_[_[_[]]_]_[_[_[]]_]_]_ , 6 )
( _[_[_[_[]]_]_[_[[]_]_]_]_ , 6 )
( _[_[_[_[]]_]_[_[_[]_]_]_]_ , 12 )
( _[[][][][]_[]]_ , 12 )
( _[[][][][]]_ , 70 )
( _[[][][][_[]_]]_ , 95 )
( _[[][][][_[_[]_]_]]_ , 4 )
( _[[][][][][]]_ , 14 )
( _[[][][][[]_]]_ , 10 )
( _[[][][_[]][]]_ , 70 )
( _[[][][[]_][]]_ , 22 )
( _[[][][_[]_][]]_ , 136 )
( _[[][][_[_[]_]][]]_ , 20 )
( _[[][][_[_[]]][]]_ , 4 )
( _[[][][_[[]_]][]]_ , 4 )
( _[[][][_[_[]_]_][]]_ , 4 )
( _[[][][]_[][]]_ , 16 )
( _[[][][]_[]_[]]_ , 13 )
( _[[][][]_[]]_ , 153 )
( _[[][][]_[[]_]]_ , 48 )
( _[[][][]_[_[]_]]_ , 83 )
( _[[][][_[]]_[]]_ , 24 )
( _[[][][[]_]_[]]_ , 6 )
( _[[][][_[]_]_[]]_ , 23 )
( _[[][]_[][]_[]]_ , 4 )
( _[[][]_[][]]_ , 133 )
( _[[][]_[][[]_]]_ , 12 )
( _[[][]_[][_[]_]]_ , 13 )
( _[[][]_[[]_][]]_ , 12 )
( _[[][]_[_[]_][]]_ , 7 )
( _[[][]_[]_[]]_ , 290 )
( _[[][]_[_[]_]_[]]_ , 68 )
( _[[][]_[_[]]_[]]_ , 36 )
( _[[][]_[[]_]_[]]_ , 36 )
( _[[][]_[]_[[]_]]_ , 8 )
( _[[][]_[]_[_[]_]]_ , 8 )
( _[[][]_[_[]_[]]]_ , 7 )
( _[[][]_[[]_[]_]]_ , 59 )
( _[[][]_[[][]_]]_ , 30 )
( _[[][]_[[]_[]]]_ , 9 )
( _[[][]_[[_[]]_]]_ , 46 )
( _[[][]_[_[_[]]_]]_ , 58 )
( _[[][]_[_[[]_]_]]_ , 42 )
( _[[][]_[_[_[]_]_]]_ , 76 )
( _[[][]_[_[]_[]_]]_ , 32 )
( _[[][]_[_[][]_]]_ , 24 )
( _[[][]_[[[]_]_]]_ , 36 )
( _[[][]_[_[_[]]]]_ , 16 )
( _[[][]_[_[[]_]]]_ , 28 )
( _[[][]_[_[[_[]_]_]]]_ , 4 )
( _[[][]_[_[_[]_]]]_ , 44 )
( _[[][]_[_[_[]_]]_[]]_ , 4 )
( _[[][_[]]_[]]_ , 142 )
( _[[][[]_]_[]]_ , 73 )
( _[[][_[]_]_[]]_ , 223 )
( _[[][_[_[]_]]_[]]_ , 16 )
( _[[_[]_][_[]]_[]]_ , 101 )
( _[[_[]_][[]_]_[]]_ , 67 )
( _[[_[]_][_[]_]_[]]_ , 169 )
( _[[_[]_][_[_[]_]]_[]]_ , 13 )
( _[[_[]][_[]]_[]]_ , 38 )
( _[[_[]][[]_]_[]]_ , 25 )
( _[[_[]][_[]_]_[]]_ , 53 )
( _[[_[]][_[_[]_]]_[]]_ , 4 )
( _[[[]_][_[]]_[]]_ , 33 )
( _[[[]_][[]_]_[]]_ , 25 )
( _[[[]_][_[]_]_[]]_ , 52 )
( _[[[]_][_[_[]_]]_[]]_ , 4 )
( _[[][[]_][]]_ , 49 )
( _[[][_[]_][]]_ , 206 )
( _[[_[]][][]]_ , 72 )
( _[[_[]][][[]_]]_ , 8 )
( _[[_[]][][_[]_]]_ , 12 )
( _[[_[]][[]_][]]_ , 8 )
( _[[_[]][_[]_][]]_ , 8 )
( _[[_[]_][][]]_ , 552 )
( _[[_[]_][][[]_]]_ , 70 )
( _[[_[]_][][_[]_]]_ , 93 )
( _[[_[]_][[]_][]]_ , 68 )
( _[[_[]_][_[]_][]]_ , 58 )
( _[[_[_[]]_][][]]_ , 118 )
( _[[_[_[]]_][][[]_]]_ , 8 )
( _[[_[_[]]_][][_[]_]]_ , 12 )
( _[[_[_[]]_][[]_][]]_ , 8 )
( _[[_[_[]]_][_[]_][]]_ , 9 )
( _[[_[_[]]_][]_[]]_ , 79 )
( _[[_[[]_]][][]]_ , 48 )
( _[[_[[]_]][][[]_]]_ , 4 )
( _[[_[[]_]][][_[]_]]_ , 6 )
( _[[_[[]_]][[]_][]]_ , 4 )
( _[[_[[]_]][_[]_][]]_ , 4 )
( _[[_[[]_]][]_[]]_ , 40 )
( _[[[]_][][]]_ , 100 )
( _[[[]_][][[]_]]_ , 16 )
( _[[[]_][][_[]_]]_ , 22 )
( _[[[]_][[]_][]]_ , 25 )
( _[[[]_][_[]_][]]_ , 27 )
( _[[[_[]_]_][][]]_ , 160 )
( _[[[_[]_]_][][[]_]]_ , 16 )
( _[[[_[]_]_][][_[]_]]_ , 26 )
( _[[[_[]_]_][[]_][]]_ , 16 )
( _[[[_[]_]_][_[]_][]]_ , 18 )
( _[[[_[]_]_][]_[]]_ , 146 )
( _[[[_[]]_][][]]_ , 68 )
( _[[[_[]]_][][[]_]]_ , 12 )
( _[[[_[]]_][][_[]_]]_ , 14 )
( _[[[_[]]_][[]_][]]_ , 12 )
( _[[[_[]]_][_[]_][]]_ , 8 )
( _[[[_[]]_][]_[]]_ , 64 )
( _[[_[][]][]_[]]_ , 11 )
( _[[_[][_[]]][]_[]]_ , 2 )
( _[[_[][[]_]][]_[]]_ , 2 )
( _[[[]_[]_][]_[]]_ , 20 )
( _[[[][]_][]_[]]_ , 10 )
( _[[[_[]_]_[]_][]_[]]_ , 2 )
( _[[_[][]_][]_[]]_ , 26 )
( _[[_[]_[]_][]_[]]_ , 42 )
( _[[[]_[]][]_[]]_ , 4 )
( _[[[]_[_[]]][]_[]]_ , 2 )
( _[[[]_[[]_]][]_[]]_ , 2 )
( _[[_[_[]]][]_[]]_ , 28 )
( _[[_[_[]_]][]_[]]_ , 34 )
( _[[_[_[]_[]]][]_[]]_ , 2 )
( _[[_[[][]]][]_[]]_ , 4 )
( _[[_[_[_[]]]][]_[]]_ , 2 )
( _[[[[_[]]_]_][]_[]]_ , 2 )
( _[[[_[[]_]_]_][]_[]]_ , 4 )
( _[[[_[][]]_][]_[]]_ , 2 )
( _[[[_[[]_]]_][]_[]]_ , 4 )
( _[[[_[_[]_]]_][]_[]]_ , 4 )
( _[[[_[_[]]_]_][]_[]]_ , 7 )
( _[[_[[]_]_][]_[]]_ , 69 )
( _[[_[[_[]]_]_][]_[]]_ , 6 )
( _[[_[_[]_]_][]_[]]_ , 117 )
( _[[_[_[[]_]_]_][]_[]]_ , 8 )
( _[[_[[[]_]_]_][]_[]]_ , 4 )
( _[[]_[][][]]_ , 125 )
( _[[]_[][][[]_]]_ , 10 )
( _[[]_[][][_[]_]]_ , 16 )
( _[[]_[][[]_][]]_ , 10 )
( _[[]_[][_[]_][]]_ , 11 )
( _[[]_[][]_[]]_ , 263 )
( _[[]_[][[]_]_[]]_ , 12 )
( _[[]_[_[]][]]_ , 269 )
( _[[]_[_[]][[]_]]_ , 36 )
( _[[]_[_[]][_[]_]]_ , 103 )
( _[[]_[[]_][]]_ , 227 )
( _[[]_[[]_][[]_]]_ , 22 )
( _[[]_[[]_][_[]_]]_ , 63 )
( _[[]_[_[]][][]]_ , 10 )
( _[[]_[[]_][][]]_ , 22 )
( _[[]_[_[]_][][]]_ , 44 )
( _[[]_[_[]_][]]_ , 821 )
( _[[]_[_[]_][[]_]]_ , 40 )
( _[[]_[_[]_][_[]_]]_ , 72 )
( _[[]_[_[][]][]]_ , 24 )
( _[[]_[[][]_][]]_ , 21 )
( _[[]_[[]_[]_][]]_ , 18 )
( _[[]_[_[_[]_]][]]_ , 132 )
( _[[]_[[_[]]_][]]_ , 30 )
( _[[]_[[[]_]_][]]_ , 26 )
( _[[]_[[_[]_]_][]]_ , 42 )
( _[[]_[_[_[]]_][]]_ , 139 )
( _[[]_[_[[]_]_][]]_ , 92 )
( _[[]_[_[_[]_]_][]]_ , 165 )
( _[[]_[_[][]_][]]_ , 51 )
( _[[]_[_[]_[]_][]]_ , 44 )
( _[[]_[_[_[]]][]]_ , 44 )
( _[[]_[_[[]_]][]]_ , 29 )
( _[[]_[]_[][]]_ , 291 )
( _[[]_[]_[]_[]]_ , 485 )
( _[[]_[]_[_[_[]_]_]]_ , 96 )
( _[[]_[_[]]_[]_[]]_ , 17 )
( _[[]_[_[]]_[]]_ , 487 )
( _[[]_[_[]]_[[]_]]_ , 34 )
( _[[]_[_[]]_[_[]_]]_ , 61 )
( _[[]_[[]_]_[]_[]]_ , 24 )
( _[[]_[[]_]_[]]_ , 429 )
( _[[]_[[]_]_[[]_]]_ , 30 )
( _[[]_[[]_]_[_[]_]]_ , 41 )
( _[[]_[_[]_]_[]]_ , 1109 )
( _[[]_[_[]_]_[[]_]]_ , 42 )
( _[[]_[_[]_]_[_[]_]]_ , 46 )
( _[[]_[_[][]_]_[]]_ , 31 )
